1,4841
2,4848
3,4804
4,3984
5,3961
6,4791
7,5310
8,4177
9,5059
10,5392
11,4585
12,4903
13,4012
14,3953
15,4064
16,5096
17,4088
18,4798
19,4087
20,4140
21,4262
22,4836
23,4252
24,4402
25,3998
26,5088
27,4899
28,4855
29,5172
30,4767
31,4644
32,5413
33,4254
34,4901
35,5160
36,4284
37,4788
38,4960
39,4215
40,5280
41,4432
42,5216
43,5267
44,4070
45,5229
46,4825
47,4345
48,4439
49,4699
50,4803
51,5004
52,4433
53,4841
54,5136
55,4397
56,4141
57,5169
58,4326
59,4997
60,4066
61,4128
62,4965
63,4827
64,4862
65,5066
66,4959
67,3959
68,4060
69,4992
70,4146
71,4041
72,4805
73,4263
74,4311
75,4131
76,5017
77,4426
78,4027
79,3995
80,4758
81,5052
82,4283
83,4243
84,4698
85,4287
86,4981
87,4531
88,4935
89,5045
90,4492
91,4055
92,4247
93,4585
94,4659
95,4047
96,4518
97,4580
98,4064
99,4934
100,4905
101,4098
102,3971
103,4498
104,5213
105,4303
106,4817
107,4776
108,4795
109,4748
110,5322
111,4053
112,5023
113,4762
114,5330
115,5053
116,5026
117,3941
118,5407
119,5262
120,4539
121,3992
122,5356
123,5126
124,5265
125,4321
126,5391
127,4438
128,5225
129,4726
130,4778
131,4408
132,4575
133,4862
134,4184
135,4685
136,4480
137,5226
138,4497
139,5405
140,4490
141,4954
142,4047
143,4752
144,3982
145,5372
146,5108
147,5173
148,5003
149,4558
150,5250
151,4170
152,5236
153,4451
154,4193
155,4096
156,4596
157,5390
158,4153
159,5015
160,5039
161,4440
162,4672
163,4360
164,3940
165,5238
166,5289
167,4775
168,4729
169,5267
170,5336
171,4364
172,4265
173,3946
174,5204
175,3940
176,4336
177,5224
178,5153
179,5055
180,5150
181,5156
182,4408
183,4038
184,4627
185,4823
186,5225
187,4046
188,4169
189,4197
190,4160
191,4434
192,4890
193,4541
194,4129
195,4258
196,4053
197,4742
198,4911
199,4556
200,4166
201,4721
202,4535
203,4884
204,5300
205,5148
206,3932
207,3956
208,5234
209,4958
210,4095
211,4007
212,5357
213,4593
214,4652
215,4173
216,5095
217,4198
218,5319
219,5031
220,5177
221,4061
222,4517
223,5346
224,5242
225,4597
226,4933
227,5101
228,5320
229,5203
230,3982
231,4709
232,5176
233,4387
234,4471
235,4834
236,4716
237,4735
238,4392
239,4715
240,4829
241,5109
242,4665
243,5090
244,4702
245,4790
246,3984
247,5001
248,4477
249,4659
250,4987
251,3980
252,4558
253,4929
254,5078
255,4391
256,4473
257,4446
258,4826
259,4343
260,4751
261,4433
262,4227
263,4771
264,4832
265,4127
266,4224
267,5299
