1,92
2,77
3,84
4,84
5,95
6,100
7,80
8,76
9,77
10,77
11,91
12,94
13,79
14,77
15,99
16,98
17,102
18,91
19,88
20,75
21,89
22,87
23,100
24,89
25,84
26,80
27,87
28,93
29,86
30,75
31,77
32,81
33,96
34,79
35,91
36,94
37,103
38,90
39,82
40,83
41,94
42,74
43,75
44,79
45,93
46,90
47,84
48,92
49,101
50,82
51,87
52,88
53,91
54,96
55,99
56,88
57,86
58,97
59,97
60,75
61,82
62,88
63,96
64,88
65,90
66,78
67,85
68,94
69,79
70,87
71,101
72,81
73,96
74,111
75,121
76,107
77,106
78,109
79,112
80,113
81,105
82,109
83,117
84,120
85,116
86,114
87,115
88,118
89,107
90,106
91,122
92,110
93,108
94,119
95,120
96,109
97,104
98,113
99,113
100,106
101,123
102,120
103,119
