1,78
2,66
3,87
4,70
5,91
6,74
7,82
8,80
9,76
10,84
11,78
12,72
13,67
14,82
15,69
16,83
17,73
18,92
19,88
20,65
21,95
22,65
23,94
24,78
25,84
26,82
27,80
28,69
29,90
30,74
31,75
32,71
33,66
34,89
35,79
36,86
37,93
38,77
39,88
40,81
41,93
42,70
43,79
44,88
45,94
46,73
47,80
48,96
49,76
50,83
51,68
52,66
53,69
54,90
55,75
56,81
57,92
58,95
59,90
60,85
61,93
62,95
63,74
64,73
65,105
66,104
67,99
68,101
69,113
70,112
71,109
72,116
73,98
74,102
75,108
76,111
77,97
78,109
79,105
80,110
81,111
82,100
83,99
84,112
85,114
86,97
87,115
88,117
89,103
90,105
91,107
92,116
93,109
94,108
95,106
96,102
97,119
98,128
99,127
100,125
101,119
102,131
103,129
104,128
105,126
106,125
107,130
108,118
109,122
110,123
111,120
112,118
113,126
114,121
115,124
116,132
117,127
